2026/04/09 04:32:31 [warn] 610#610: *20 using uninitialized "server" variable while logging request, client: 127.0.0.1, server: , request: "GET / HTTP/1.1", upstream: "http://10.0.5.11:8501/", host: "asd.unmer.ac.id", referrer: "http://localhost:81/"
2026/04/09 04:32:31 [warn] 609#609: *23 using uninitialized "server" variable while logging request, client: 127.0.0.1, server: , request: "GET /frontakademik/index.php HTTP/1.1", upstream: "http://10.0.5.11:8501/frontakademik/index.php", host: "asd.unmer.ac.id", referrer: "http://localhost:81/"
2026/04/09 04:32:31 [warn] 611#611: *26 using uninitialized "server" variable while logging request, client: 127.0.0.1, server: , request: "GET /frontakademik/gate/index.php HTTP/1.1", upstream: "http://10.0.5.11:8501/frontakademik/gate/index.php", host: "asd.unmer.ac.id", referrer: "http://localhost:81/"
2026/04/09 04:32:31 [warn] 613#613: *32 using uninitialized "server" variable while logging request, client: 127.0.0.1, server: , request: "GET /frontakademik/gate/css/bootstrap.min.css HTTP/1.1", upstream: "http://10.0.5.11:8501/frontakademik/gate/css/bootstrap.min.css", host: "asd.unmer.ac.id", referrer: "http://asd.unmer.ac.id/frontakademik/gate/index.php"
2026/04/09 04:32:31 [warn] 612#612: *29 using uninitialized "server" variable while logging request, client: 127.0.0.1, server: , request: "GET /frontakademik/gate/style/login.css HTTP/1.1", upstream: "http://10.0.5.11:8501/frontakademik/gate/style/login.css", host: "asd.unmer.ac.id", referrer: "http://asd.unmer.ac.id/frontakademik/gate/index.php"
2026/04/09 04:32:32 [warn] 614#614: *36 using uninitialized "server" variable while logging request, client: 127.0.0.1, server: , request: "GET /frontakademik/gate/images/login-back.jpg HTTP/1.1", upstream: "http://10.0.5.11:8501/frontakademik/gate/images/login-back.jpg", host: "asd.unmer.ac.id", referrer: "http://asd.unmer.ac.id/frontakademik/gate/index.php"
2026/04/09 04:32:32 [warn] 615#615: *39 using uninitialized "server" variable while logging request, client: 127.0.0.1, server: , request: "GET /frontakademik/gate/images/favicon.png HTTP/1.1", upstream: "http://10.0.5.11:8501/frontakademik/gate/images/favicon.png", host: "asd.unmer.ac.id", referrer: "http://asd.unmer.ac.id/frontakademik/gate/index.php"
2026/04/09 04:33:00 [warn] 636#636: *44 using uninitialized "server" variable while logging request, client: 127.0.0.1, server: , request: "GET /frontakademik/gate/index.php HTTP/1.1", upstream: "http://10.0.5.11:8502/frontakademik/gate/index.php", host: "asd.unmer.ac.id", referrer: "http://localhost:81/"
2026/04/09 04:33:00 [warn] 638#638: *47 using uninitialized "server" variable while logging request, client: 127.0.0.1, server: , request: "GET /frontakademik/gate/gate/login HTTP/1.1", upstream: "http://10.0.5.11:8502/frontakademik/gate/gate/login", host: "asd.unmer.ac.id", referrer: "http://localhost:81/"
2026/04/09 04:33:00 [warn] 639#639: *50 using uninitialized "server" variable while logging request, client: 127.0.0.1, server: , request: "GET /frontakademik/gate/gate/gate/login HTTP/1.1", upstream: "http://10.0.5.11:8502/frontakademik/gate/gate/gate/login", host: "asd.unmer.ac.id", referrer: "http://localhost:81/"
2026/04/09 04:33:00 [warn] 637#637: *53 using uninitialized "server" variable while logging request, client: 127.0.0.1, server: , request: "GET /frontakademik/gate/gate/gate/gate/login HTTP/1.1", upstream: "http://10.0.5.11:8502/frontakademik/gate/gate/gate/gate/login", host: "asd.unmer.ac.id", referrer: "http://localhost:81/"
2026/04/09 04:33:00 [warn] 640#640: *56 using uninitialized "server" variable while logging request, client: 127.0.0.1, server: , request: "GET /frontakademik/gate/gate/gate/gate/gate/login HTTP/1.1", upstream: "http://10.0.5.11:8502/frontakademik/gate/gate/gate/gate/gate/login", host: "asd.unmer.ac.id", referrer: "http://localhost:81/"
2026/04/09 04:33:00 [warn] 641#641: *59 using uninitialized "server" variable while logging request, client: 127.0.0.1, server: , request: "GET /frontakademik/gate/gate/gate/gate/gate/gate/login HTTP/1.1", upstream: "http://10.0.5.11:8502/frontakademik/gate/gate/gate/gate/gate/gate/login", host: "asd.unmer.ac.id", referrer: "http://localhost:81/"
2026/04/09 04:33:00 [warn] 642#642: *62 using uninitialized "server" variable while logging request, client: 127.0.0.1, server: , request: "GET /frontakademik/gate/gate/gate/gate/gate/gate/gate/login HTTP/1.1", upstream: "http://10.0.5.11:8502/frontakademik/gate/gate/gate/gate/gate/gate/gate/login", host: "asd.unmer.ac.id", referrer: "http://localhost:81/"
2026/04/09 04:33:00 [warn] 643#643: *65 using uninitialized "server" variable while logging request, client: 127.0.0.1, server: , request: "GET /frontakademik/gate/gate/gate/gate/gate/gate/gate/gate/login HTTP/1.1", upstream: "http://10.0.5.11:8502/frontakademik/gate/gate/gate/gate/gate/gate/gate/gate/login", host: "asd.unmer.ac.id", referrer: "http://localhost:81/"
2026/04/09 04:33:00 [warn] 644#644: *68 using uninitialized "server" variable while logging request, client: 127.0.0.1, server: , request: "GET /frontakademik/gate/gate/gate/gate/gate/gate/gate/gate/gate/login HTTP/1.1", upstream: "http://10.0.5.11:8502/frontakademik/gate/gate/gate/gate/gate/gate/gate/gate/gate/login", host: "asd.unmer.ac.id", referrer: "http://localhost:81/"
2026/04/09 04:33:00 [warn] 645#645: *71 using uninitialized "server" variable while logging request, client: 127.0.0.1, server: , request: "GET /frontakademik/gate/gate/gate/gate/gate/gate/gate/gate/gate/gate/login HTTP/1.1", upstream: "http://10.0.5.11:8502/frontakademik/gate/gate/gate/gate/gate/gate/gate/gate/gate/gate/login", host: "asd.unmer.ac.id", referrer: "http://localhost:81/"
2026/04/09 04:33:01 [warn] 646#646: *74 using uninitialized "server" variable while logging request, client: 127.0.0.1, server: , request: "GET /frontakademik/gate/gate/gate/gate/gate/gate/gate/gate/gate/gate/gate/login HTTP/1.1", upstream: "http://10.0.5.11:8502/frontakademik/gate/gate/gate/gate/gate/gate/gate/gate/gate/gate/gate/login", host: "asd.unmer.ac.id", referrer: "http://localhost:81/"
